"","sector","categoria","trabaja","se trabaja","mes"
"2061","Inmobiliarias","empleador",634.11547773,378.897497689027,40
"2062","Agropecuario-Silvicola","cuenta propia",9256.2429019,2158.38698506726,40
"2063","Industria Manufacturera","cuenta propia",8577.25583227,2207.65577951138,40
"2064","Construccion","cuenta propia",1990.68579529,798.761578131048,40
"2065","Comercio","cuenta propia",14900.33652277,2277.37825322117,40
"2066","Hoteles y Restoranes","cuenta propia",370.31609676,312.357489804588,40
"2067","Transporte y Comunicaciones","cuenta propia",3046.51845219,963.971815920719,40
"2068","Servicios Sociales y Personales","cuenta propia",1735.52637758,699.501816582984,40
"2069","Inmobiliarias","cuenta propia",1147.17001233,584.610544571666,40
"2070","Agropecuario-Silvicola","asalariado sin contrato",8136.95727038,2009.45605948069,40
"2071","Industria Manufacturera","asalariado sin contrato",1879.08755223,839.465228805839,40
"2072","Construccion","asalariado sin contrato",4788.44075781,1123.7107590723,40
"2073","Comercio","asalariado sin contrato",4404.92792838,1403.60491373533,40
"2074","Hoteles y Restoranes","asalariado sin contrato",978.54543207,439.014309007364,40
"2075","Transporte y Comunicaciones","asalariado sin contrato",3796.1684513,1125.0332267699,40
"2076","Intermediacion Financiera","asalariado sin contrato",82.11141975,82.11141975,40
"2077","Servicios Sociales y Personales","asalariado sin contrato",7332.84930759,1401.44108301872,40
"2078","Administracion Publica","asalariado sin contrato",1122.531489,568.857558249163,40
"2079","Inmobiliarias","asalariado sin contrato",776.10140023,454.070020814403,40
"2080","Agropecuario-Silvicola","asalariado con contrato definido",2805.44545965,1077.90645310268,40
"2081","Mineria","asalariado con contrato definido",497.11454292,364.32640173345,40
"2082","Industria Manufacturera","asalariado con contrato definido",3127.65555086,931.198677098793,40
"2083","Electricidad, Gas y Agua","asalariado con contrato definido",200.2710753,159.047733009239,40
"2084","Construccion","asalariado con contrato definido",3694.58304021,1137.45205099462,40
"2085","Comercio","asalariado con contrato definido",1554.43097314,568.049420094742,40
"2086","Hoteles y Restoranes","asalariado con contrato definido",499.30372192,355.199270960991,40
"2087","Transporte y Comunicaciones","asalariado con contrato definido",274.30724266,274.30724266,40
"2088","Intermediacion Financiera","asalariado con contrato definido",675.34084592,433.846532581843,40
"2089","Servicios Sociales y Personales","asalariado con contrato definido",8851.34478379,1929.20049569602,40
"2090","Administracion Publica","asalariado con contrato definido",5956.96330327,1266.67960455104,40
"2091","Inmobiliarias","asalariado con contrato definido",1898.20482535,915.978814912561,40
"2092","Agropecuario-Silvicola","asalariado con contrato indefinido",4586.45595197,1553.56091500882,40
"2093","Mineria","asalariado con contrato indefinido",63.18166238,63.18166238,40
"2094","Industria Manufacturera","asalariado con contrato indefinido",11365.62298366,2575.61585292945,40
"2095","Electricidad, Gas y Agua","asalariado con contrato indefinido",1435.0223221,691.732242673509,40
"2096","Construccion","asalariado con contrato indefinido",2213.2090371,1001.03208985895,40
"2097","Comercio","asalariado con contrato indefinido",11002.33690432,2124.77205409723,40
"2098","Hoteles y Restoranes","asalariado con contrato indefinido",844.67797282,467.291083760493,40
"2099","Transporte y Comunicaciones","asalariado con contrato indefinido",2519.51584209,716.660325006719,40
"2100","Intermediacion Financiera","asalariado con contrato indefinido",1010.85586414,530.103565061773,40
"2101","Servicios Sociales y Personales","asalariado con contrato indefinido",21451.04395137,2701.84983775024,40
"2102","Administracion Publica","asalariado con contrato indefinido",6416.33722879,2024.99071486036,40
"2103","Inmobiliarias","asalariado con contrato indefinido",3842.37684232,1103.56889860522,40
"2104","Agropecuario-Silvicola","no remunerado",248.72691413,248.72691413,40
"2105","Industria Manufacturera","no remunerado",990.26048999,563.112629905154,40
"2106","Comercio","no remunerado",2204.35783969,871.034869058131,40
"2107","Hoteles y Restoranes","no remunerado",70.07500682,70.07500682,40
"2108","Transporte y Comunicaciones","no remunerado",82.11141975,82.11141975,40
"2109","Servicios Sociales y Personales","no remunerado",280.58561669,257.983499783422,40
"2110","Inmobiliarias","no remunerado",114.0103734,81.704489096471,40
"2111","Agropecuario-Silvicola","empleador",2173.16873105,790.903366066641,41
"2112","Industria Manufacturera","empleador",2865.56193375,1600.90541882936,41
"2113","Construccion","empleador",122.55699162,122.55699162,41
"2114","Comercio","empleador",1951.10690392,790.340423634677,41
"2115","Hoteles y Restoranes","empleador",73.30366179,73.30366179,41
"2116","Transporte y Comunicaciones","empleador",315.86976273,253.400355479342,41
"2117","Servicios Sociales y Personales","empleador",1577.06805598,921.325681472659,41
"2118","Inmobiliarias","empleador",622.08286422,371.516994309402,41
"2119","Agropecuario-Silvicola","cuenta propia",8264.25912503,1884.33744734142,41
"2120","Pesca","cuenta propia",1338.52542113,777.378814971932,41
"2121","Industria Manufacturera","cuenta propia",7866.19080401,2150.47447189085,41
"2122","Construccion","cuenta propia",1860.65040853,650.432627865909,41
"2123","Comercio","cuenta propia",16000.56951667,2416.09981358227,41
"2124","Hoteles y Restoranes","cuenta propia",970.46386063,537.538524510033,41
"2125","Transporte y Comunicaciones","cuenta propia",4274.61868517,1201.25268031926,41
"2126","Servicios Sociales y Personales","cuenta propia",2863.03177225,862.829588001809,41
"2127","Inmobiliarias","cuenta propia",741.00860062,365.925382321045,41
"2128","Agropecuario-Silvicola","asalariado sin contrato",8136.32101186,3029.04482132098,41
"2129","Industria Manufacturera","asalariado sin contrato",970.80090684,476.726943054506,41
"2130","Electricidad, Gas y Agua","asalariado sin contrato",268.30730314,268.30730314,41
"2131","Construccion","asalariado sin contrato",4530.9581972,1098.23790480348,41
"2132","Comercio","asalariado sin contrato",4504.28340864,1240.79663628313,41
"2133","Hoteles y Restoranes","asalariado sin contrato",1372.51250019,566.299167795976,41
"2134","Transporte y Comunicaciones","asalariado sin contrato",3925.08054309,1019.17440117746,41
"2135","Servicios Sociales y Personales","asalariado sin contrato",7647.56000382,1405.67388935492,41
"2136","Administracion Publica","asalariado sin contrato",1131.90860248,576.19591522663,41
"2137","Inmobiliarias","asalariado sin contrato",518.45433316,353.655910953721,41
"2138","Agropecuario-Silvicola","asalariado con contrato definido",3100.24825542,1431.47495458554,41
"2139","Mineria","asalariado con contrato definido",468.32402917,347.299314117968,41
"2140","Industria Manufacturera","asalariado con contrato definido",3695.58600333,1017.08911416873,41
"2141","Electricidad, Gas y Agua","asalariado con contrato definido",200.07530825,158.337656588465,41
"2142","Construccion","asalariado con contrato definido",4102.07082483,1063.56442659068,41
"2143","Comercio","asalariado con contrato definido",2176.88619973,704.451721261286,41
"2144","Hoteles y Restoranes","asalariado con contrato definido",680.7270683,381.764070340119,41
"2145","Transporte y Comunicaciones","asalariado con contrato definido",509.63008577,323.578574039537,41
"2146","Intermediacion Financiera","asalariado con contrato definido",661.26471522,424.237686732958,41
"2147","Servicios Sociales y Personales","asalariado con contrato definido",9383.88739412,1774.04717074838,41
"2148","Administracion Publica","asalariado con contrato definido",4232.19897154,1131.82488569267,41
"2149","Inmobiliarias","asalariado con contrato definido",1813.33453149,1066.92457903492,41
"2150","Agropecuario-Silvicola","asalariado con contrato indefinido",4806.74010972,1573.85261465466,41
"2151","Mineria","asalariado con contrato indefinido",61.83057475,61.83057475,41
"2152","Industria Manufacturera","asalariado con contrato indefinido",10495.42947844,2603.52033122778,41
"2153","Electricidad, Gas y Agua","asalariado con contrato indefinido",1450.66531579,697.561419583471,41
"2154","Construccion","asalariado con contrato indefinido",2095.53962949,1007.09025398923,41
"2155","Comercio","asalariado con contrato indefinido",10838.81894763,1924.04915111943,41
"2156","Hoteles y Restoranes","asalariado con contrato indefinido",528.90970538,281.496949861679,41
"2157","Transporte y Comunicaciones","asalariado con contrato indefinido",2301.04214683,654.386723600092,41
"2158","Intermediacion Financiera","asalariado con contrato indefinido",1064.59810415,521.545840822091,41
"2159","Servicios Sociales y Personales","asalariado con contrato indefinido",21153.53945773,2521.69012863564,41
"2160","Administracion Publica","asalariado con contrato indefinido",7776.082207,2032.67604872826,41
"2161","Inmobiliarias","asalariado con contrato indefinido",3616.74429957,1040.02320478157,41
"2162","Agropecuario-Silvicola","no remunerado",961.16400853,562.087252211758,41
"2163","Industria Manufacturera","no remunerado",1525.63027768,805.511864941506,41
"2164","Comercio","no remunerado",1532.61818684,607.028377078539,41
"2165","Hoteles y Restoranes","no remunerado",132.15091643,92.34522673239,41
"2166","Servicios Sociales y Personales","no remunerado",693.50106466,507.789404649383,41
"2167","Inmobiliarias","no remunerado",113.352891,81.2436472861503,41
"2168","Agropecuario-Silvicola","empleador",2151.33962488,780.33653946226,42
"2169","Industria Manufacturera","empleador",3196.66662164,1620.83585727419,42
"2170","Construccion","empleador",194.0013291,139.610212852687,42
"2171","Comercio","empleador",1442.72997263,658.452578079071,42
"2172","Hoteles y Restoranes","empleador",271.81327162,210.60088109625,42
"2173","Transporte y Comunicaciones","empleador",321.28891616,259.380978802227,42
"2174","Servicios Sociales y Personales","empleador",1566.86835748,916.086679263929,42
"2175","Inmobiliarias","empleador",551.47379443,365.045972037956,42
"2176","Agropecuario-Silvicola","cuenta propia",8308.2034965,1824.89267261162,42
"2177","Pesca","cuenta propia",1323.62894589,768.933827570831,42
"2178","Industria Manufacturera","cuenta propia",7682.21244603,2161.60890781599,42
"2179","Construccion","cuenta propia",3248.82449117,915.524795697997,42
"2180","Comercio","cuenta propia",17255.32899752,2693.18747398657,42
"2181","Hoteles y Restoranes","cuenta propia",964.09769871,532.602241843975,42
"2182","Transporte y Comunicaciones","cuenta propia",4136.01775185,1112.67611226025,42
"2183","Servicios Sociales y Personales","cuenta propia",2630.56620492,840.124635002488,42
"2184","Inmobiliarias","cuenta propia",807.03918388,366.195047764284,42
"2185","Agropecuario-Silvicola","asalariado sin contrato",8084.94989715,2881.39921198686,42
"2186","Industria Manufacturera","asalariado sin contrato",849.03981415,474.382495757959,42
"2187","Electricidad, Gas y Agua","asalariado sin contrato",269.28933872,269.28933872,42
"2188","Construccion","asalariado sin contrato",3675.14076664,1021.76943764698,42
"2189","Comercio","asalariado sin contrato",3918.69316321,1240.75593519194,42
"2190","Hoteles y Restoranes","asalariado sin contrato",1530.42170962,622.721461997764,42
"2191","Transporte y Comunicaciones","asalariado sin contrato",3136.3996054,836.558368297444,42
"2192","Servicios Sociales y Personales","asalariado sin contrato",8277.24287517,1711.35517591624,42
"2193","Administracion Publica","asalariado sin contrato",735.68840287,459.697209553312,42
"2194","Inmobiliarias","asalariado sin contrato",301.50219762,301.50219762,42
"2195","Agropecuario-Silvicola","asalariado con contrato definido",3069.30080646,1416.67773440496,42
"2196","Industria Manufacturera","asalariado con contrato definido",3075.62628112,902.370156015234,42
"2197","Electricidad, Gas y Agua","asalariado con contrato definido",197.03014811,155.868514428831,42
"2198","Construccion","asalariado con contrato definido",4781.25719609,1125.90027827052,42
"2199","Comercio","asalariado con contrato definido",1797.77433661,595.683387269833,42
"2200","Hoteles y Restoranes","asalariado con contrato definido",1002.18902923,430.293247097578,42
"2201","Transporte y Comunicaciones","asalariado con contrato definido",1003.74600966,499.523052151501,42
"2202","Intermediacion Financiera","asalariado con contrato definido",720.48467837,423.185392402349,42
"2203","Servicios Sociales y Personales","asalariado con contrato definido",9847.7333767,1899.20723320552,42
"2204","Administracion Publica","asalariado con contrato definido",4085.33222191,1056.22144077276,42
"2205","Inmobiliarias","asalariado con contrato definido",1999.67655355,1078.94474467607,42
"2206","Agropecuario-Silvicola","asalariado con contrato indefinido",5167.84821216,1890.42734233613,42
"2207","Mineria","asalariado con contrato indefinido",63.50792093,63.50792093,42
"2208","Industria Manufacturera","asalariado con contrato indefinido",11472.10903595,2555.74696390316,42
"2209","Electricidad, Gas y Agua","asalariado con contrato indefinido",1446.64194725,695.277929405603,42
"2210","Construccion","asalariado con contrato indefinido",2130.59715658,1009.70047100922,42
"2211","Comercio","asalariado con contrato indefinido",10196.60395172,1759.61354392759,42
"2212","Hoteles y Restoranes","asalariado con contrato indefinido",762.49813044,391.714571474315,42
"2213","Transporte y Comunicaciones","asalariado con contrato indefinido",2232.28335615,670.119926063015,42
"2214","Intermediacion Financiera","asalariado con contrato indefinido",922.07646454,465.459133068267,42
"2215","Servicios Sociales y Personales","asalariado con contrato indefinido",20288.19417938,2490.25146659387,42
"2216","Administracion Publica","asalariado con contrato indefinido",7520.43157577,2002.53954118786,42
"2217","Inmobiliarias","asalariado con contrato indefinido",3581.05173577,1041.56169738346,42
"2218","Agropecuario-Silvicola","no remunerado",1227.29603735,598.751195379891,42
"2219","Industria Manufacturera","no remunerado",1842.31579353,831.235269676122,42
"2220","Construccion","no remunerado",73.38576503,73.3857650299999,42
"2221","Comercio","no remunerado",1008.63757678,461.950265986484,42
"2222","Hoteles y Restoranes","no remunerado",341.763252,225.901930679895,42
"2223","Servicios Sociales y Personales","no remunerado",679.57319045,496.445957647656,42
"2224","Inmobiliarias","no remunerado",110.00379132,78.6987212363815,42
"2225","Agropecuario-Silvicola","empleador",2393.8924261,772.931759634239,43
"2226","Industria Manufacturera","empleador",2796.11240435,1603.03894003682,43
"2227","Construccion","empleador",569.68701922,320.60862262972,43
"2228","Comercio","empleador",884.72588105,474.10168151494,43
"2229","Hoteles y Restoranes","empleador",270.86522968,209.818326680349,43
"2230","Transporte y Comunicaciones","empleador",430.99599122,285.254405285144,43
"2231","Servicios Sociales y Personales","empleador",1150.80026919,861.787589713756,43
"2232","Inmobiliarias","empleador",550.5722443,363.902025421171,43
"2233","Agropecuario-Silvicola","cuenta propia",8603.44234464,1761.90729901665,43
"2234","Pesca","cuenta propia",1294.22387589,752.687319496537,43
"2235","Industria Manufacturera","cuenta propia",7690.02020369,2720.81378012991,43
"2236","Construccion","cuenta propia",3461.79850185,934.532203601044,43
"2237","Comercio","cuenta propia",17744.79241447,2577.31744863465,43
"2238","Hoteles y Restoranes","cuenta propia",1094.74258398,542.655290995991,43
"2239","Transporte y Comunicaciones","cuenta propia",3970.29363814,1046.43382555079,43
"2240","Servicios Sociales y Personales","cuenta propia",2732.75309929,790.748403880129,43
"2241","Inmobiliarias","cuenta propia",708.57880245,323.774493889042,43
"2242","Agropecuario-Silvicola","asalariado sin contrato",7425.29929868,2917.92919698712,43
"2243","Industria Manufacturera","asalariado sin contrato",1489.26233194,638.14444792203,43
"2244","Electricidad, Gas y Agua","asalariado sin contrato",267.82935408,267.82935408,43
"2245","Construccion","asalariado sin contrato",2336.96788138,746.255925157469,43
"2246","Comercio","asalariado sin contrato",3092.97193335,1057.56372496483,43
"2247","Hoteles y Restoranes","asalariado sin contrato",1902.36123819,692.067774930165,43
"2248","Transporte y Comunicaciones","asalariado sin contrato",3321.46218408,885.25364330796,43
"2249","Intermediacion Financiera","asalariado sin contrato",70.85289476,70.85289476,43
"2250","Servicios Sociales y Personales","asalariado sin contrato",7388.66144715,1695.53204619343,43
"2251","Administracion Publica","asalariado sin contrato",461.61530918,365.930686271482,43
"2252","Inmobiliarias","asalariado sin contrato",300.20587525,300.20587525,43
"2253","Agropecuario-Silvicola","asalariado con contrato definido",3381.64501817,1389.26281136553,43
"2254","Industria Manufacturera","asalariado con contrato definido",2382.59970809,742.757353491073,43
"2255","Construccion","asalariado con contrato definido",5179.4196392,1220.02526509046,43
"2256","Comercio","asalariado con contrato definido",2308.51292206,957.036758768699,43
"2257","Hoteles y Restoranes","asalariado con contrato definido",558.44636286,276.192591679068,43
"2258","Transporte y Comunicaciones","asalariado con contrato definido",1000.26630208,497.643182948693,43
"2259","Intermediacion Financiera","asalariado con contrato definido",205.96122794,117.912214814225,43
"2260","Servicios Sociales y Personales","asalariado con contrato definido",10325.58874194,1876.1673162301,43
"2261","Administracion Publica","asalariado con contrato definido",4680.57540306,1083.4431045807,43
"2262","Inmobiliarias","asalariado con contrato definido",2742.38098825,1132.05945332069,43
"2263","Agropecuario-Silvicola","asalariado con contrato indefinido",5395.00616739,1895.62451358554,43
"2264","Industria Manufacturera","asalariado con contrato indefinido",9337.3524405,2120.0876334685,43
"2265","Electricidad, Gas y Agua","asalariado con contrato indefinido",791.26092696,468.810942314213,43
"2266","Construccion","asalariado con contrato indefinido",1727.53183028,737.33098984113,43
"2267","Comercio","asalariado con contrato indefinido",11793.87839136,1781.70432201057,43
"2268","Hoteles y Restoranes","asalariado con contrato indefinido",1192.3464213,573.092707349502,43
"2269","Transporte y Comunicaciones","asalariado con contrato indefinido",2045.820877,618.71325723935,43
"2270","Intermediacion Financiera","asalariado con contrato indefinido",1235.67337199,552.390498664389,43
"2271","Servicios Sociales y Personales","asalariado con contrato indefinido",21879.50864526,2695.82208290637,43
"2272","Administracion Publica","asalariado con contrato indefinido",8101.5091257,1949.41323382118,43
"2273","Inmobiliarias","asalariado con contrato indefinido",2515.79851493,876.237052448804,43
"2274","Agropecuario-Silvicola","no remunerado",2249.09170181,919.957148032156,43
"2275","Industria Manufacturera","no remunerado",1753.53621725,849.096700904583,43
"2276","Construccion","no remunerado",73.20853192,73.2085319199999,43
"2277","Comercio","no remunerado",891.74877553,440.028893050661,43
"2278","Hoteles y Restoranes","no remunerado",272.23638923,216.798889099394,43
"2279","Transporte y Comunicaciones","no remunerado",68.50824806,68.5082480600001,43
"2280","Servicios Sociales y Personales","no remunerado",653.23209204,474.177150202949,43
"2281","Inmobiliarias","no remunerado",64.72139425,64.72139425,43
"2282","Agropecuario-Silvicola","empleador",3066.72042469,849.009865272356,44
"2283","Industria Manufacturera","empleador",1855.25679507,868.085954254996,44
"2284","Construccion","empleador",922.53371001,478.858430644452,44
"2285","Comercio","empleador",2129.31393483,961.199010762388,44
"2286","Hoteles y Restoranes","empleador",275.56878377,214.352934811458,44
"2287","Transporte y Comunicaciones","empleador",344.73580662,210.722439149099,44
"2288","Servicios Sociales y Personales","empleador",815.7196904,699.377600202208,44
"2289","Inmobiliarias","empleador",564.07589379,372.82729444658,44
"2290","Agropecuario-Silvicola","cuenta propia",9292.96156738,1952.05373103785,44
"2291","Industria Manufacturera","cuenta propia",7124.04793686,2550.78653710996,44
"2292","Construccion","cuenta propia",3927.75871497,1047.49910807407,44
"2293","Comercio","cuenta propia",18149.08731539,2962.47010552549,44
"2294","Hoteles y Restoranes","cuenta propia",510.07203112,303.625496633874,44
"2295","Transporte y Comunicaciones","cuenta propia",3215.53582091,849.219376307671,44
"2296","Servicios Sociales y Personales","cuenta propia",1705.3043489,617.001464745274,44
"2297","Inmobiliarias","cuenta propia",461.01468611,209.636412796509,44
"2298","Agropecuario-Silvicola","asalariado sin contrato",6919.85748908,1672.92640156131,44
"2299","Industria Manufacturera","asalariado sin contrato",2119.77214889,887.184633069628,44
"2300","Construccion","asalariado sin contrato",2009.32690918,721.692137845337,44
"2301","Comercio","asalariado sin contrato",2629.1216665,935.81240365617,44
"2302","Hoteles y Restoranes","asalariado sin contrato",978.97687939,520.567067137673,44
"2303","Transporte y Comunicaciones","asalariado sin contrato",2587.8394398,768.093583772559,44
"2304","Intermediacion Financiera","asalariado sin contrato",72.705098,72.705098,44
"2305","Servicios Sociales y Personales","asalariado sin contrato",6099.27858736,1432.84070446407,44
"2306","Administracion Publica","asalariado sin contrato",509.57945657,412.449075037912,44
"2307","Agropecuario-Silvicola","asalariado con contrato definido",4669.7093558,2004.95491502263,44
"2308","Industria Manufacturera","asalariado con contrato definido",2937.62976171,828.643457471723,44
"2309","Electricidad, Gas y Agua","asalariado con contrato definido",210.31277998,210.31277998,44
"2310","Construccion","asalariado con contrato definido",4587.80196719,1196.63868432282,44
"2311","Comercio","asalariado con contrato definido",1958.58136734,908.743672927744,44
"2312","Hoteles y Restoranes","asalariado con contrato definido",693.27793224,307.217019289309,44
"2313","Transporte y Comunicaciones","asalariado con contrato definido",1202.25976987,632.457431120408,44
"2314","Intermediacion Financiera","asalariado con contrato definido",209.25417371,119.806669065541,44
"2315","Servicios Sociales y Personales","asalariado con contrato definido",11813.65263991,2167.9565604205,44
"2316","Administracion Publica","asalariado con contrato definido",4935.50043267,1139.29504877352,44
"2317","Inmobiliarias","asalariado con contrato definido",2025.74089462,632.311323165822,44
"2318","Agropecuario-Silvicola","asalariado con contrato indefinido",4626.06258553,1877.39742173436,44
"2319","Mineria","asalariado con contrato indefinido",72.6456558,72.6456558,44
"2320","Industria Manufacturera","asalariado con contrato indefinido",9646.44405563,2232.28040429842,44
"2321","Electricidad, Gas y Agua","asalariado con contrato indefinido",1166.34875442,573.749430636908,44
"2322","Construccion","asalariado con contrato indefinido",2526.91449313,868.520913696658,44
"2323","Comercio","asalariado con contrato indefinido",11713.78654706,1897.50349131937,44
"2324","Hoteles y Restoranes","asalariado con contrato indefinido",2171.22880774,739.594282685148,44
"2325","Transporte y Comunicaciones","asalariado con contrato indefinido",2468.9194631,684.309205785589,44
"2326","Intermediacion Financiera","asalariado con contrato indefinido",1257.49618638,562.580393261401,44
"2327","Servicios Sociales y Personales","asalariado con contrato indefinido",20711.33076514,2859.37405694155,44
"2328","Administracion Publica","asalariado con contrato indefinido",7404.67008733,1939.70462514158,44
"2329","Inmobiliarias","asalariado con contrato indefinido",3455.20911755,1160.25964932371,44
"2330","Agropecuario-Silvicola","no remunerado",1989.52743196,939.273768186051,44
"2331","Industria Manufacturera","no remunerado",812.71471357,564.979065597736,44
"2332","Construccion","no remunerado",73.03081354,73.0308135400001,44
"2333","Comercio","no remunerado",1489.45929558,1004.1991252124,44
"2334","Hoteles y Restoranes","no remunerado",273.28155796,216.735799882058,44
"2335","Transporte y Comunicaciones","no remunerado",147.29267463,102.960612221093,44
"2336","Servicios Sociales y Personales","no remunerado",253.5154942,253.5154942,44
"2337","Inmobiliarias","no remunerado",66.41331067,66.4133106699999,44
"2338","Agropecuario-Silvicola","empleador",2730.91737344,833.093072320146,45
"2339","Industria Manufacturera","empleador",1901.66752845,869.41850730357,45
"2340","Construccion","empleador",939.847079,487.243673980935,45
"2341","Comercio","empleador",2516.31916832,1013.76941943541,45
"2342","Hoteles y Restoranes","empleador",72.48309639,72.4830963899999,45
"2343","Transporte y Comunicaciones","empleador",405.98699944,217.389179623847,45
"2344","Servicios Sociales y Personales","empleador",825.16549689,707.678712175655,45
"2345","Inmobiliarias","empleador",563.5138933,372.45583889284,45
"2346","Agropecuario-Silvicola","cuenta propia",8876.18054196,2523.58011646759,45
"2347","Industria Manufacturera","cuenta propia",7089.04506095,2602.94921985941,45
"2348","Construccion","cuenta propia",3629.97014779,940.213822938308,45
"2349","Comercio","cuenta propia",16647.51284079,2772.303438297,45
"2350","Hoteles y Restoranes","cuenta propia",510.2520213,303.607529644078,45
"2351","Transporte y Comunicaciones","cuenta propia",2809.13262214,811.783397692057,45
"2352","Servicios Sociales y Personales","cuenta propia",2144.82315942,713.373216039668,45
"2353","Inmobiliarias","cuenta propia",641.02728845,246.078731152949,45
"2354","Agropecuario-Silvicola","asalariado sin contrato",7775.1999478,1933.69871919619,45
"2355","Industria Manufacturera","asalariado sin contrato",2206.99378913,894.513896610073,45
"2356","Construccion","asalariado sin contrato",1811.06677836,668.378391035243,45
"2357","Comercio","asalariado sin contrato",3772.47050549,1002.69625800429,45
"2358","Hoteles y Restoranes","asalariado sin contrato",909.72371469,517.176534709277,45
"2359","Transporte y Comunicaciones","asalariado sin contrato",2805.1586326,777.345380913813,45
"2360","Intermediacion Financiera","asalariado sin contrato",71.76178104,71.76178104,45
"2361","Servicios Sociales y Personales","asalariado sin contrato",5967.94622253,1147.54136330493,45
"2362","Administracion Publica","asalariado sin contrato",521.74668429,409.397565742378,45
"2363","Agropecuario-Silvicola","asalariado con contrato definido",4859.22610899,2013.97330289459,45
"2364","Industria Manufacturera","asalariado con contrato definido",3244.28250349,884.549306279567,45
"2365","Electricidad, Gas y Agua","asalariado con contrato definido",212.33283531,212.33283531,45
"2366","Construccion","asalariado con contrato definido",3396.76397404,1121.66216043188,45
"2367","Comercio","asalariado con contrato definido",1873.26831744,914.758805952899,45
"2368","Hoteles y Restoranes","asalariado con contrato definido",614.3206525,325.735585937299,45
"2369","Transporte y Comunicaciones","asalariado con contrato definido",833.66475545,522.651619100137,45
"2370","Intermediacion Financiera","asalariado con contrato definido",139.12030276,98.3760795513476,45
"2371","Servicios Sociales y Personales","asalariado con contrato definido",11576.33363506,2153.13401038378,45
"2372","Administracion Publica","asalariado con contrato definido",4916.68871596,1130.16006671803,45
"2373","Inmobiliarias","asalariado con contrato definido",1989.60329174,617.59346835783,45
"2374","Agropecuario-Silvicola","asalariado con contrato indefinido",5438.13711349,2057.06731585386,45
"2375","Mineria","asalariado con contrato indefinido",73.65533597,73.6553359699998,45
"2376","Industria Manufacturera","asalariado con contrato indefinido",9994.65599587,2297.57071506876,45
"2377","Electricidad, Gas y Agua","asalariado con contrato indefinido",1178.95305761,580.63423586955,45
"2378","Construccion","asalariado con contrato indefinido",2867.77457697,898.665243090582,45
"2379","Comercio","asalariado con contrato indefinido",12240.89701988,1840.48651621537,45
"2380","Hoteles y Restoranes","asalariado con contrato indefinido",2185.81570618,709.4312324708,45
"2381","Transporte y Comunicaciones","asalariado con contrato indefinido",2686.73411189,954.473088009409,45
"2382","Intermediacion Financiera","asalariado con contrato indefinido",1552.32272398,619.230125807241,45
"2383","Servicios Sociales y Personales","asalariado con contrato indefinido",21294.18980514,2847.87015700637,45
"2384","Administracion Publica","asalariado con contrato indefinido",7796.49565177,1955.96077465206,45
"2385","Inmobiliarias","asalariado con contrato indefinido",3092.41926613,1110.44382355488,45
"2386","Agropecuario-Silvicola","no remunerado",1481.53294284,943.321778133463,45
"2387","Industria Manufacturera","no remunerado",814.07520736,565.924849104616,45
"2388","Comercio","no remunerado",1519.60553677,1009.52931835793,45
"2389","Hoteles y Restoranes","no remunerado",64.78196267,64.7819626699998,45
"2390","Transporte y Comunicaciones","no remunerado",147.14592389,102.858030432643,45
"2391","Servicios Sociales y Personales","no remunerado",254.62190228,254.62190228,45
"2392","Inmobiliarias","no remunerado",65.55163,65.55163,45
"2393","Agropecuario-Silvicola","empleador",2116.96782,749.055252680596,46
"2394","Industria Manufacturera","empleador",1686.81954,835.035797264112,46
"2395","Construccion","empleador",554.36685,386.624990579893,46
"2396","Comercio","empleador",2107.4251,961.662760485377,46
"2397","Hoteles y Restoranes","empleador",186.67388,141.307006796096,46
"2398","Transporte y Comunicaciones","empleador",334.35535,188.818099111885,46
"2399","Servicios Sociales y Personales","empleador",1147.93708,718.578034059426,46
"2400","Inmobiliarias","empleador",946.0718,718.060937022647,46
"2401","Agropecuario-Silvicola","cuenta propia",8838.5703,2591.11722942397,46
"2402","Industria Manufacturera","cuenta propia",5753.90995,1247.07693822858,46
"2403","Construccion","cuenta propia",3498.73956,899.717776312956,46
"2404","Comercio","cuenta propia",14985.39078,2732.63854329322,46
"2405","Hoteles y Restoranes","cuenta propia",836.29747,426.983389167829,46
"2406","Transporte y Comunicaciones","cuenta propia",3337.94648,933.865458978324,46
"2407","Servicios Sociales y Personales","cuenta propia",3041.15004,1078.04716818414,46
"2408","Inmobiliarias","cuenta propia",458.28481,191.302344934509,46
"2409","Agropecuario-Silvicola","asalariado sin contrato",8597.29125,2003.69141826823,46
"2410","Industria Manufacturera","asalariado sin contrato",1846.09738,861.638299315349,46
"2411","Construccion","asalariado sin contrato",2726.38495,900.565716364194,46
"2412","Comercio","asalariado sin contrato",4899.90778,1178.82042125341,46
"2413","Hoteles y Restoranes","asalariado sin contrato",509.14846,387.410223685441,46
"2414","Transporte y Comunicaciones","asalariado sin contrato",3066.02843,791.371683399328,46
"2415","Intermediacion Financiera","asalariado sin contrato",73.49571,73.4957100000001,46
"2416","Servicios Sociales y Personales","asalariado sin contrato",7442.45564,1570.94013964616,46
"2417","Administracion Publica","asalariado sin contrato",538.42239,415.088368003542,46
"2418","Inmobiliarias","asalariado sin contrato",132.00063,100.106314797354,46
"2419","Agropecuario-Silvicola","asalariado con contrato definido",5902.12719,2049.31902686332,46
